ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs
XV000284,phl,"théeba tas ǰheezí harí, badmaašóom urbhóolu.",thée\t=ba\ttas\tǰahaáz\t-í\thar\t-í\tbadmaáš\t-am\turbhá\t-íl\t-u,then\tTOP\t3SG.ACC\tplane\t-OBL\ttake.away\t-CV\trascal\t-PL.OBL\tmake.fly\t-PFV\t-MSG,Then some rascals took him in a plane and blew him up.,,,A:BHA032,,SN000253 ; SN002440
XV000285,phl,"c̣hookíiee mac̣hookíi aulaád mirmaadikoór, mulaakoór, baḍileé, zariṇeé, phaṭakeé.",c̣hoók\t-ii\t=ee\tmac̣hoók\t-ii\taulaád\tmirmaadikoór\tmulaakoór\tbaḍiloó\t-í\tzariṇoó\t-í\tphaṭakoó\t-í,<person>\t-GEN\tCONJ\t<person>\t-GEN\toffspring\t<person>'s.descendants\t<person>'s.descendants\t<person>'s.descendant\t-PL\t<person>'s.descendant\t-PL\t<person>'s.descendant\t-PL,"The descendants of Choke and Machoke are Mirmadikor, Mullahkor, the Badile, the Zarine, and the Phatake.",,,A:ASC005,,SN000255 ; SN001852
XV000286,phl,le muxaamúx zhaáy baḍilúmii.,le\tmuxaamúx\tzhay\tbaḍiloó\t-am\t-ii,DIST\topposite\tplace\t<person>'s.descendant\t-PL.OBL\t-GEN,The place opposite to that belongs to the Badile.,,,A:BHB062,,SN000255 ; SN001382 ; SN001610 ; SN002575
XV000287,phl,taqriibán bóoš baǰáii the bhéṭa.,taqriibán\tbáaš\tbaǰá\t-ii\tthe\tbheṭ\t-a,approximately\ttwelve\thour\t-GEN\tto\tsit.down.PFV\t-MPL,They sat down at about twelve o'clock.,,,A:DRA004,,SN000257 ; SN000447 ; SN001948
XV000288,phl,bak práal,bak\tpral,INT\tlight,shining bright,,,A:DHN2037,,SN000258 ; SN001910
XV000289,phl,sóona baurazdaará ḍang khilaí bakáara ghiní heensílu hínu.,sáan\t-a\tbaurazdaár\t-a\tḍang\tkhilaí\tbakáara\tghin\t-í\tháans\t-íl\t-u\thin\t-u,pasture\t-OBL\t<place>\t-OBL\tINT\talone\therd\ttake\t-CV\texist\t-PFV\t-MSG\tbe.PRS\t-MSG,He was all alone in the pasture of Bawrazdar along with his goats.,,,A:PAS085,,SN000259 ; SN000793 ; SN001247 ; SN002098
XV000290,phl,"bakáara bíiḍi de, šid bíiḍu.",bakáara\tbíiḍ\t-i\tde\tšid\tbíiḍ\t-u,flock\tmuch\t-F\tPST\tcoldness\tmuch\t-MSG,"There were many sheep and goats, and it was very cold [lit. much coldness].",,,A:UXB006,,SN000259 ; SN000427 ; SN002142
XV000291,phl,bakaraál basaánd bhílu seentá sóona the baáanu.,bakaraál\tbasánd\tbhe\t-íl\t-u\tseentá\tsáan\t-a\tthe\tbe\t-án\t-u,shepherd\tspring\tbecome\t-PFV\t-MSG\tCONDH\tpasture\t-OBL\tto\tgo\t-PRS\t-MSG,"When the spring came, the shepherd would leave for the high pasture.",,,A:SHY012,,SN000260
XV000292,phl,asée díiše akatí xálaka bakareelí tháana.,asée\tdéeš\t-e\taakatí\txálak\t-a\tbakareelí\tthe\t-án\t-a,1PL.GEN\tvillage\t-GEN\tsome\tpeople\t-PL\tshepherding\tdo\t-PRS\t-MPL,Some people in our village are shepherds.,,,B:SHC001,,SN000261
XV000293,phl,"ma míiš na de, bálki maǰburí ki míiš bhíli de.",ma\tméeš\tna\tde\tbálki\tmaǰburí\tki\tméeš\tbhe\t-íl\t-i\tde,1SG.NOM\tman\tNEG\tPST\tinstead\tnecessity\tat\tman\tbecome\t-PFV\t-F\tPST,"I was not a man, but it was necessary for me to become one.",,,A:UXW061,,SN000266 ; SN001473
XV000294,phl,"bíiḍa ziád c̣híitra híṛa, kasée ba šawíiṛa híṛa, kasée ba yáandra híṛa, kasée ba bíiḍi síiwa bi híṛim, sarakí bi híṛi, bambayí bi phooṭúula.",bíiḍ\t-a\tziád\tc̣héetr\t-a\thiṛ\t-a\tkasée\tba\tšawéeṛ\t-a\thiṛ\t-a\tkasée\tba\tyandr\t-a\thiṛ\t-a\tkasée\tba\tbíiḍ\t-i\tsíiu\t-a\tbi\thiṛ\t-im\tsarák\t-í\tbi\thiṛ\t-i\tbambá\t-í\tbi\tphooṭá\t-íl\t-a,much\t-MPL\tmany\tfield\t-PL\ttake.away.PFV\t-MPL\twhose\tTOP\tvegtable.patch\t-PL\ttake.away.PFV\t-MPL\twhose\tTOP\tmill\t-PL\ttake.away.PFV\t-MPL\twhose\tTOP\tmuch\t-F\tbridge\t-PL\tSEP\ttake.away.PFV\t-FPL\troad\t-PL\tSEP\ttake.away.PFV\t-F\tpipe\t-PL\tSEP\tbreak\t-PFV\t-MPL,"Many fields were flooded, vegetable patches and mills too. Bridges were gone, the road was gone and pipes were broken.",,,B:FLO183,,SN000268 ; SN002080 ; SN002210
XV000295,phl,utrapí míi šiíš ban bhíli.,utráp\t-í\tmíi\tšiíš\tban\tbhe\t-íl\t-i,run\t-CV\t1SG.GEN\tbreath\tclosed\tbecome\t-PFV\t-F,I am all out of breath from running.,,,A:Q9.0553,,SN000269 ; SN002151 ; SN002452
XV000296,phl,eetíi ǰhulí hukumatí eetanaám bi asaám díi ban thíili.,eetíi\tǰhulí\thukumát\t-í\teetanaám\tbi\tasaám\tdíi\tban\tthe\t-íl\t-i,3SG.REM.OBL\ton\tgovernment\t-OBL\t3PL.REM.ACC\tSEP\t1PL.ACC\tfrom\tclosed\tdo\t-PFV\t-F,At that point the government banned both them and us [from doing it].,,,A:GHA088,,SN000270 ; SN000870 ; SN000881 ; SN001107
XV000297,phl,rhootašíia ǰhambréeṛi harainií waxt yhóolu ta ba míiša yhaí maníitu ki ǰhambréeṛi ban thíili.,rhootašíi\t-a\tǰhambráaṛi\thar\t-ainií\twaxt\tyhéi\t-íl\t-u\tta\tba\tméeš\t-a\tyhéi\t-í\tmaníit\t-u\tki\tǰhambráaṛi\tban\tthe\t-íl\t-i,morning\t-OBL\tbride\ttake.away\t-VN\ttime\tcome\t-PFV\t-MSG\tDS\tTOP\tman\t-OBL\tcome\t-CV\tsay.PFV\t-MSG\tCOMP\tbride\tclosed\tdo\t-PFV\t-F,"In the morning when it was time to bring the bride [to the bridegroom's home], a man came and said that the giving of the bride had been stopped.",,,A:GHU010,,SN000270 ; SN001094
XV000298,phl,xooṛéii bandubás bi dúu qísma híni.,xooṛá\t-ii\tbandubás\tbi\tdu\tqism\t-a\thin\t-i,betrothal\t-GEN\tarrangement\tSEP\ttwo\tkind\t-PL\tbe.PRS\t-F,There are two ways of getting engaged.,,,A:MAR029,,SN000271 ; SN002523
XV000299,phl,"míišii putr kareé zuaán bhílu seentá, tas the kúṛi dawainií bandubás tháanu.",méeš\t-ii\tputr\tkareé\tzuaán\tbhe\t-íl\t-u\tseentá\ttas\tthe\tkúṛi\tdawá\t-anií\tbandubás\tthe\t-án\t-u,man\t-GEN\tson\twhen\tyouth\tbecome\t-PFV\t-MSG\tCONDH\t3SG.ACC\tto\twoman\task.for\t-VN\tarrangement\tdo\t-PRS\t-MSG,A man arranges a marriage when his son becomes of age.,,,A:MAR003-4,,SN000272 ; SN001175 ; SN002069 ; SN002588
XV000300,phl,se bhalaá se kúṛi the maníitu ki teeṇíi banglée na širingá.,se\tbhalaá\tse\tkúṛi\tthe\tmaníit\t-u\tki\tteeṇíi\tbanglái\t-a\tna\tširingá,REM\tevil.spirit\tREM\twoman\tto\tsay.PFV\t-MSG\tCOMP\tREFL\tbracelet\t-PL\tNEG\trattle,"The evil spirit said to the woman, ""Don't shake your bracelets!""",,,A:WOM643,,SN000274 ; SN000326 ; SN002165
XV000301,phl,šuí čarí maǰí čeerí baraabár thíili seentá se čhéeli heesóoba ki yháanda.,šu\t-i\tčar\t-í\tmaǰí\tčaaré\t-í\tbaraabár\tthe\t-íl\t-i\tseentá\tse\tčhéeli\theesóob\t-a\tki\tyhéi\t-ánd\t-a,good\t-F\tgrass\t-OBL\tin\ttake.for.grazing\t-CV\tequal\tdo\t-PFV\t-F\tCONDH\tREM\tshe-goat\taccount\t-MPL\tat\tcome\t-PRS\t-MPL,"When they are taken to graze on good grass, they grow strong and become equal in size of grown goats.",,,A:KEE095-6,,SN000275 ; SN000488 ; SN000956
XV000302,phl,yeeibáabii ta ǰhim ǰhim bhanǰainií duéemii ba ǰhim ǰhim boosainií baraabár.,yeeibáabu\t-ii\tta\tǰhim\tǰhim\tbhanǰá\t-ainií\tduéem\t-ii\tba\tǰhim\tǰhim\tboosé\t-ainií\tbaraabár,parents\t-GEN\tDS\tall.day\tall.day\tbeat\t-VN\tanother.OBL\t-GEN\tTOP\tall.day\tall.day\tkiss\t-VN\tequal,The parents spanking their children all day long is equal to the constant kissing of others. [Proverb],,,A:NH12:1:013,,SN000275 ; SN001105 ; SN002547
XV000303,phl,moosím baraabár.,moosím\tbaraabár,weather\tequal,The weather is fine.,,,A:DLX212,,SN000275 ; SN001557
XV000304,phl,so ghooṣṭíi khaamaád ba dúi xarčá bardaáš tháanu.,so\tghoóṣṭ\t-ii\tkhaamád\tba\tdúi\txarčá\tbardaáš\tthe\t-án\t-u,REM.MSG.NOM\thouse\t-GEN\towner\tTOP\tother\texpences\tendurance\tdo\t-PRS\t-MSG,The house owner bears the other expenses.,,,A:MIT020,,SN000277 ; SN001218 ; SN002510
XV000305,phl,súuna be ba teeṇíi se doostí ǰudaaí bardaáš na thái bhéeli.,sáan\t-a\tbe\t-í\tba\tteeṇíi\tse\tdoóst\t-e\tǰudaaí\tbardaáš\tna\tthe\t-ái\tbha\t-íl\t-i,pasture\t-OBL\tgo\t-CV\tTOP\tREFL\tREM\tfriend\t-GEN\tseparation\tendurance\tNEG\tdo\t-INF\tbe.able.to\t-PFV\t-F,"Going to the high pasture, he could not bear the separation from his loved one.",,,B:FLW777,,SN000277 ; SN000736 ; SN001127
XV000306,phl,"girṣíngii aulaád, goobaneekoó, kučurooṭoó, soṭmireé, mulhaán, baṛookeé, aní páanǰ bhraaú girṣingúmii maǰí.",girṣíng\t-ii\taulaád\tgoobaneekoó\tkučurooṭoó\tsoṭmiroó\t-í\tmulhaán\tbaṛookoó\t-í\taní\tpanǰ\tbhraaú\tgirṣíng\t-am\t-i\tmaǰí,<person>\t-GEN\toffspring\t<person>'s.descendant\t<person>'s.descendant\t<person>'s.descendant\t-PL\t<person>'s.descendant\t<person>'s.descendant\t-PL\t3PL.PROX.NOM\tfive\tbrother.PL\t<person>\t-PL.OBL\t-F\tin,"The descendants of Girshing are Gobaneko, Kucuroto, Sotmire, Mulhan, Baroke; these are the five brothers among the Girshinge.",,,A:ASC002-3,,SN000280 ; SN001319 ; SN001570 ; SN002102 ; SN002677 ; SN002683
XV000307,phl,čoór palóo bas áak nuqsaán bhíi dúi bhíi.,čoór\tpalá\t-e\tbas\tak\tnuqsaán\tbhe\t-e\tdúi\tbhe\t-e,thief\tsteal\t-3SG\tenough\tIDEF\tdamage\tbecome\t-3SG\tanother\tbecome\t-3SG,"A thief may come and steal, or some other disturbance may occur.",,,A:KEE077,,SN000281 ; SN000566 ; SN001697
XV000308,phl,bas eeṛó qisá.,bas\teeṛó\tqisá,enough\t3MSG.DIST.NOM\tstory,And that is the story.,,,A:MAH069,,SN000281
XV000309,phl,"basaánd bhílu seentá, tas ǰhulí salír čhooráana.",basánd\tbhe\t-íl\t-u\tseentá\ttas\tǰhulí\tsalír\tčhooré\t-án\t-a,spring\tbecome\t-PFV\t-MSG\tCONDH\t3SG.ACC\ton\tscissors\tput\t-PRS\t-MPL,"When the spring comes, the scissors will be applied to it [the goatskin].",,,A:KEE092,,SN000282 ; SN002039
XV000310,phl,basandá díi ba bhíian de.,basánd\t-a\tdíi\tba\tbhíi\t-en\tde,spring\t-OBL\tfrom\tTOP\tfear\t-3PL\tPST,They feared the approach of spring.,,,A:SHY011,,SN000282 ; SN000721
XV000311,phl,baṭašáana bhešainií.,baṭašáan\t-a\tbheš\t-ainií,flat.stone\t-OBL\tsit.down\t-VN,To sit on the top of a [flat] stone (=It's like becoming a defaulterer). [Saying],,,A:NH12:2:008,,SN000286
XV000312,phl,xudaái tas ubaxíi.,xudaái\ttas\tubaxé\t-e,God\t3SG.ACC\tforgive\t-3SG,May God forgive him.,,,A:ACR024,,SN000290 ; SN002286
XV000313,phl,aní mubáil míi tas the baxíli.,aní\tmubáil\tmíi\ttas\tthe\tbaxé\t-íl\t-i,PROX\tmobile.phone\t1SG.ERG\t3SG.ACC\tto\tleave\t-PFV\t-F,I gave this mobile phone to him.,,,A:DLX028,,SN000290 ; SN002286
XV000314,phl,"aní íṇc̣a sangí mháala kií galá ghašíli heentá, ma tas the páanǰ sóo rupée baxšíš dáanu.",aní\tiṇc̣\t-a\tsangí\tmháala\tkií\tgalá\tghašé\t-íl\t-i\theentá\tma\ttas\tthe\tpanǰ\tsáu\trupái\t-a\tbaxšíš\tde\t-án\t-u,PROX\tbear\t-OBL\twith\twrestling\twho.OBL\tever\tcatch\t-PFV\t-F\tCONDL\t1SG.NOM\t3SG.ACC\tto\tfive\thundred\trupee\t-PL\treward\tgive\t-PRS\t-MSG,I will reward anybody with 500 rupees who is ready to wrestle with this bear.,,,A:BEW003e,,SN000292 ; SN001026 ; SN001277 ; SN002007 ; SN002059 ; SN002311
XV000315,phl,kuṛíinam tas the teeṇíi haalhawaál bayaán thíili.,kuṛíina\t-am\ttas\tthe\tteeṇíi\thaalhawaál\tbayaán\tthe\t-íl\t-i,woman.PL\t-PL.OBL\t3SG.ACC\tto\tREFL\tsituation\tdescription\tdo\t-PFV\t-F,The women described their situation to her.,,,A:UXW040,,SN000293 ; SN000922
XV000316,phl,kakaríia teeṇíi buṭheé gooríi azaáb saxtí bayaán thíili.,kakaríi\t-a\tteeṇíi\tbuṭheé\tgoór\t-ii\tazaáb\tsaxtí\tbayaán\tthe\t-íl\t-i,skull\t-OBL\tREFL\tall\tgrave\t-GEN\tpunishment\tseverity\tdescription\tdo\t-PFV\t-F,The skull told him about all its punishment and hardships in the grave.,,,A:ABO036e,,SN000293 ; SN000472 ; SN002061
XV000317,phl,eetheél tií teeṇíi waaqiá bayaán na the heensílu de.,eetheél\ttií\tteeṇíi\twaaqiá\tbayaán\tna\tthe\t-í\tháans\t-íl\t-u\tde,that.time\tuntil\tREFL\tevent\tdescription\tNEG\tdo\t-CV\texist\t-PFV\t-MSG\tPST,Until then he had not told him his own story.,,,A:MAB102,,SN000293 ; SN000877 ; SN002466
XV000318,phl,beedhowaá bhe uthí ba áa lawáṛ háata ghiní ba utrapaá šaná nikháatu.,beedhowaá\tbhe\t-í\tuthí\t-í\tba\ta\tlawáṛ\that\t-a\tghin\t-í\tba\tutrapá\t-í\tšan\t-a\tnikhát\t-u,worried\tbecome\t-CV\tget.up\t-CV\tTOP\tIDEF\tbig.stick\thand\t-OBL\ttake\t-CV\tTOP\tmake.run\t-CV\troof\t-OBL\tcome.out.PFV\t-MSG,"Becoming worried, I picked up a big stick and I made myself run up onto the roof.",,,A:HUA023,,SN000296 ; SN001378 ; SN002453
XV000319,phl,míḍa maníitu ki beedawaá na bhúuya.,miḍ\t-a\tmaníit\t-u\tki\tbeedawaá\tna\tbhe\t-ui\t=aa,ram\t-OBL\tsay.PFV\t-MSG\tCOMP\timpatient\tNEG\tbecome\t-IMP.2PL\tCONJ,The ram said: Let's not be impatient!,,,B:SHI005,,SN000296
XV000320,phl,aaghaá beedhríilu.,aaghaá\tbeedhré\t-íl\t-u,sky\tclear\t-PFV\t-MSG,The sky cleared.,,,A:DHN3047,,SN000297
XV000321,phl,"ghooṣṭá šíiṭi beeitifeeqí heensíli heentá, púunti mangái šušéeni.",ghoóṣṭ\t-a\tšíiṭi\tbeeitifeeqí\tháans\t-íl\t-i\theentá\tpúunt\t-i\tmangái\tšuš\t-án\t-i,house\t-OBL\tinside\tdisagreement\texist\t-PFV\t-F\tCONDL\tfilled\t-F\twater.pot\tdry.out\t-PRS\t-F,"In a house where there is disagreement, the full water pot dries out. [Proverb]",,,A:NH12:1:032,,SN000298 ; SN000993 ; SN001489 ; SN001936 ; SN002197
XV000322,phl,ma béeli šidá múṛu.,ma\tbéeli\tšid\t-a\tmuṛ\t-u,1SG.NOM\talmost\tcoldness\t-OBL\tdie.PFV\t-MSG,I am feeling very cold [lit. I almost died in the cold].,,,A:DHN3027,,SN000301 ; SN002142
XV000323,phl,"míi beenkíi qarzá ghíinu, ghíinii baád míi dukaandeerí široó thíili.",míi\tbeénk\t-ii\tqarzá\tghíin\t-u\tghíin\t-ii\tbaád\tmíi\tdukaandeerí\tširoó\tthe\t-íl\t-i,1SG.ERG\tbank\t-GEN\tdebt\ttake.PFV\t-MSG\ttake.PFV\t-GEN\tafter\t1SG.ERG\tshopkeeping\tstarting\tdo\t-PFV\t-F,"I took a loan from the bank, and then I set up my own shop.",,,A:ISM003,,SN000303
XV000324,phl,eetí dhrígu béeriṣ koó xabaár be ghareé akaadúi pašáai bháaya ki na ta.,eetí\tdhríg\t-u\tbéeriṣ\tkoó\txabaár\tbe\tghareé\takaadúi\tpaš\t-áa\tbha\t-íia\tki\tna\tta,such\tlong\t-MSG\tsummer\tsome\tinformed\t1PL.NOM\tagain\tone.another\tsee\t-INF\tbe.able.to\t-1PL\tor\tNEG\tDS,"With such a long summer, who knows whether we will see each other again.",,,A:SHY021,,SN000304 ; SN000702 ; SN000879 ; SN001273
XV000325,phl,"pilíilu béeriṣa heewandíi dapáara mehnát the, xoraák ǰáma thíi de.",pilíilu\tbéeriṣ\t-a\theewánd\t-ii\tdapáara\tmehnát\tthe\t-í\txoraák\tǰáma\tthe\t-e\tde,ant\tsummer\t-OBL\twinter\t-GEN\tfor\thard.work\tdo\t-CV\tfood\ttogether\tdo\t-3SG\tPST,The ant was working hard during the summer to gather food for the winter.,,,A:DLX138,,SN000304 ; SN000957 ; SN001066 ; SN001523 ; SN001893 ; SN002524
XV000326,phl,taním ráaǰ beeṣṭíli.,taním\traǰ\tbeeṣṭé\t-íl\t-i,3PL.ERG\trope\troll.up\t-PFV\t-F,They rolled up the rope.,,,A:DLX029,,SN000306 ; SN001961
XV000327,phl,karáaṛu kaṭamúš paší phúnga beeṣṭí uthíitu hínu.,karáṛu\tkaṭamúš\tpaš\t-í\tphúngu\t-a\tbeeṣṭé\t-í\tuthíit\t-u\thin\t-u,leopard\t<person>\tsee\t-CV\tmoustache\t-PL\troll.up\t-CV\tstand.up\t-MSG\tbe.PRS\t-MSG,"When the leopard saw Katamosh, he stood up with his whiskers bristling.",,,A:KAT029,,SN000306 ; SN001870
XV000328,phl,tasíi bharíiw saxt beetseerá hínu.,tasíi\tbharéew\tsaxt\tbeetseerá\thin\t-u,3SG.GEN\thusband\tvery\tugly\tbe.PRS\t-MSG,Her husband is very ugly.,,,A:Q9.0174,,SN000308
XV000329,phl,"muhabát ki dúu dúši heentá, beewafaaí gúu híni.",muhabát\tki\tdu\tdúši\theentá\tbeewafaaí\tgóo\thin\t-i,love\tCOMP\ttwo\ttoward\tCONDL\tdisloyalty\twhere\tbe.PRS\t-F,"If love is mutual, where is then disloyalty?",,,B:EYE005,,SN000311 ; SN001567
XV000330,phl,las the beezáaya ṭoḍusóolu seentá bi le xaraáp bhéeni.,las\tthe\tbeezáaya\tṭoḍusá\t-íl\t-u\tseentá\tbi\tle\txaraáp\tbhe\t-án\t-i,3SG.DIST.ACC\tto\tin.excess\tcut.down\t-PFV\t-MSG\tCONDH\tSEP\t3FSG.DIST.NOM\tspoiled\tbecome\t-PRS\t-F,"When more [oak branches] are cut down for it [the goat], it will become sick.",,,A:KEE014,,SN000312 ; SN001370 ; SN002402
XV000331,phl,khéeči zindagí díi marg behtár.,khač\t-i\tzindagí\tdíi\tmarg\tbehtár,bad\t-F\tlife\tfrom\tdeath\tbetter,Death is better than a bad life. [Proverb],,,A:NH12:1:087,,SN000313 ; SN001217 ; SN001491
XV000332,phl,bhaampú máathe ṣugalá.,bhaampú\tma\t=the\tṣugalé,ball\t1SG.NOM\tto\tthrow,Throw the ball to me!,,,A:DLX306,,SN000314 ; SN002239
XV000333,phl,"na ma xu ux, insaán xu eeteeṇú taaqatwár šay ki ma ǰhulí bháaru de ghiní baáanu hínu.",na\tma\txu\tux\tinsaán\txu\teeteeṇ\t-u\ttaaqatwár\tšay\tki\tma\tǰhulí\tbháaru\tde\t-í\tghin\t-í\tbe\t-án\t-u\thin\t-u,no\t1SG.NOM\tADVS\tcamel\tman\tADVS\tsuch\t-MSG\tpowerful\tthing\tCOMP\t1SG.NOM\ton\tload\tput\t-CV\ttake\t-CV\tgo\t-PRS\t-MSG\tbe.PRS\t-MSG,"No, I am a camel, but the man is so strong that he can use me to carry his loads when he travels.",,,A:KIN008,,SN000317
XV000334,phl,bhraáš pašambeé so bháaru čhúuṇu.,bhraáš\tpašambeé\tso\tbháaru\tčhúuṇ\t-u,slowly\t<person>\tREM.MSG.NOM\tload\tput.down.PFV\t-MSG,"Slowly, Pashambi put his load down.",,,A:PAS057,,SN000317 ; SN000395
XV000335,phl,na bhaaruṛá.,na\tbhaaruṛá,NEG\tquarrel,Don't quarrel!,,,A:DHN2677,,SN000318
XV000336,phl,kuṇaakóom bhaaruṛóolu.,kuṇaák\t-am\tbhaaruṛá\t-íl\t-u,child\t-PL.OBL\tquarrel\t-PFV\t-MSG,The children were making noise.,,,A:DHN2676,,SN000318
XV000337,phl,míi tas sangí bíiḍu bhaaruṛóolu.,míi\ttas\tsangí\tbíiḍ\t-u\tbhaaruṛá\t-íl\t-u,1SG.ERG\t3SG.ACC\twith\tmuch\t-MSG\tquarrel\t-PFV\t-MSG,I quarrelled a lot with him.,,,A:DHN2677,,SN000318
XV000338,phl,tíi ṣúuntu de ki amzarái múṛu bhaáu insaán na khaáanu.,tíi\tṣúunt\t-u\tde\tki\tamzarái\tmuṛ\t-u\tbhaáu\tinsaán\tna\tkha\t-án\t-u,3SG.OBL\thear.PFV\t-MSG\tPST\tCOMP\tlion\tdie.PFV\t-MSG\tADJR\thuman\tNEG\teat\t-PRS\t-MSG,He had heard that lions do not eat dead bodies [lit. a man who has died].,,,A:UNF012,,SN000320 ; SN001022 ; SN002231
XV000339,phl,anú qisá ma tháanu ma baándi teér bhílu bhaáu.,anú\tqisá\tma\tthe\t-án\t-u\tma\tbaándi\tteér\tbhe\t-íl\t-u\tbhaáu,PROX.NOM.MSG\tstory\t1SG.NOM\tdo\t-PRS\t-MSG\t1SG.NOM\ton\tpassed\tbecome\t-PFV\t-MSG\tADJR,I am telling a story about something that happend to me.,,,A:GHA002,,SN000320 ; SN001956
XV000340,phl,"se wíia the tuúš bi nhiáaṛa gíi híni, so šay gaḍí dac̣híi ta tasíi díti whaáu rumiaál híni.",se\twíi\t-a\tthe\ttuúš\tbi\tnhiáaṛa\tgíi\thin\t-i\tso\tšay\tgaḍé\t-í\tdac̣hé\t-e\tta\ttasíi\tdit\t-i\twhaáu\trumiaál\thin\t-i,3FSG.NOM\twater\t-OBL\tto\tlittle\tSEP\tnear\tgo.PFV.FSG\tbe.PRS\t-F\tREM.MSG.NOM\tthing\tpull.out\t-CV\tlook\t-3SG\tDS\t3SG.GEN\tgive.PFV\t-F\tADJR\thandkerchief\tbe.PRS\t-F,"She went closer to the water and, taking up the thing and looking at it, she saw that it was the handkerchief she had given.",,,A:SHY054,,SN000320 ; SN002312
XV000341,phl,tíi teeṇíi ǰaaidaád se dúu putróom maǰí bheegíli.,tíi\tteeṇíi\tǰaaidaád\tse\tdu\tputr\t-am\tmaǰí\tbhaagé\t-íl\t-i,3SG.OBL\tREFL\tproperty\tREM\ttwo\tson\t-PL.OBL\tamong\tdivide\t-PFV\t-F,He divided his property between the two sons.,,,A:PRO012,,SN000322 ; SN001052
XV000342,phl,"índa tu bíiḍu trokíilu hínu, táa tu čhoót, ghiíṛ, o čoóng khaá ba bhakulíiṛ.",índa\ttu\tbíiḍ\t-u\ttroké\t-íl\t-u\thin\t-u\ttáa\ttu\tčhoót\tghiíṛ\tóo\tčoóng\tkha\t-í\tba\tbhakulé\t-eṛ,here\t2SG.NOM\tmuch\t-MSG\tbecome.thin\t-PFV\t-MSG\tbe.PRS\t-MSG\tthere.REM\t2SG.NOM\tcheese\tbutter\tand\tcheese\teat\t-CV\tTOP\tfatten\t-2SG,Here [in the village] you have become very thin. There [in the high pasture] you eat cheese and butter and become fat.,,,A:KAT007,,SN000324 ; SN000564 ; SN001010 ; SN001018 ; SN002098 ; SN002358 ; SN002638
XV000343,phl,tíi teewizí the ba se bhalaagaán ma díi ṣeekóola.,tíi\tteewíz\t-í\tthe\t-í\tba\tse\tbhalaá\t-aán\tma\tdíi\tṣeeká\t-íl\t-a,3SG.OBL\tamulet\t-PL\tdo\t-CV\tTOP\tREM\tevil.spirit\t-PL\t1SG.NOM\tfrom\tlead.out\t-PFV\t-MPL,He made amulets and cast the evil spirits from me.,,,A:HUA131e,,SN000326
XV000344,phl,"bhalaá áa čhaṭí baándi ta maráanu, dubaará čhaáṭ ba ǰíti seentá so waapás ǰandáanu.",bhalaá\ta\tčhaṭ\t-í\tbaándi\tta\tmar\t-án\t-u\tdubaará\tčhaṭ\tba\tǰít\t-i\tseentá\tso\twaapás\tǰandé\t-án\t-u,evil.spirit\tone\tshot\t-OBL\tby\tDS\tdie\t-PRS\t-MSG\tagain\tshot\tTOP\thit.PFV\t-F\tCONDH\t3MSG.NOM\tback\tbecome.alive\t-PRS\t-MSG,"A spirit dies by one shot only, but by a second shot he becomes alive again.",,,A:WOM675-7,,SN000326 ; SN000526 ; SN000741 ; SN002069 ; SN002465
XV000345,phl,teeṇíi dhut hum ta qilaá hum ba bhalaá.,teeṇíi\tdhut\thum\tta\tqilaá\thum\tba\tbhalaá,REFL\tmouth\talso\tDS\tfortress\talso\tTOP\tevil.spirit,A person is known by his words [lit. One's own mouth is a fortress as well as a demon]. [Proverb],,,A:NH12:1:029,,SN000326 ; SN000714 ; SN000982 ; SN001954
XV000346,phl,míi taṣaawaá kučúru bhanǰawóolu,míi\ttas\t=ṣaawá\t-í\tkučúru\tbhanǰá\t-á\t-íl\t-u,1SG.ERG\t3SG.ACC\tput.on\t-CV\tdog\tbeat\t-CAUS\t-PFV\t-MSG,I made him beat up the dog.,,,A:DHE2485,,SN000327 ; SN001536
XV000347,phl,ǰaangulá ma bhanǰóolu ta ruáanu.,ǰaangúl\t-a\tma\tbhanǰá\t-íl\t-u\tta\tro\t-án\t-u,<person>\t-OBL\t1SG.NOM\tbeat\t-PFV\t-MSG\tDS\tweep\t-PRS\t-MSG,"Jan Gul beat me, that is why I am weeping.",,,A:HUA104,,SN000328
XV000348,phl,so bíiḍu šóo sitaár bhanǰaáanu.,so\tbíiḍ\t-u\tšu\t-u\tsitaár\tbhanǰá\t-án\t-u,3MSG.NOM\tmuch\t-MSG\tgood\t-MSG\tsitar\tbeat\t-PRS\t-MSG,He plays the sitar very well.,,,A:DLX030,,SN000328 ; SN002090
XV000349,phl,se kúṛi búdi ki anú míi bharíiw na bálki dúi insaán.,se\tkúṛi\tbúd\t-i\tki\tanú\tmíi\tbharéew\tna\tbálki\tdúi\tinsaán,REM\twoman\tunderstand.PFV\t-F\tCOMP\t3MSG.PROX.NOM\t1SG.GEN\thusband\tNEG\tinstead\tanother\tman,The woman understood this was not her husband but somebody else.,,,A:WOM646,,SN000331 ; SN001022
XV000350,phl,"gubáa bhayíitu, eesó luníǰa.",gubáa\tbhayíit\t-u\teesó\tlun\t-íǰ\t-e,what\tsow.PFV\t-MSG\t3MSG.REM.NOM\tcut.off\t-PASS\t-3SG,What was sown will be reaped.,,,A:DLX032,,SN000333 ; SN001009
